representation,target,label_source,label_source_display,model,model_display_name,training_classes,class_label,precision,recall,f1,support,seen_during_training
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,movies,0.0625,1.0,0.11764705882352941,1,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,opinions,0.0,0.0,0.0,13,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,perspectives,0.0,0.0,0.0,5,False
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,politics,0.0859375,0.7333333333333333,0.15384615384615385,15,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,sport,0.68,0.14345991561181434,0.23693379790940766,237,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,success,0.0,0.0,0.0,3,False
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tech,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tennis,0.75,0.09090909090909091,0.16216216216216217,33,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,uk,0.7368421052631579,0.3783783783783784,0.5,74,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,us,0.14285714285714285,0.36363636363636365,0.20512820512820512,22,True
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,weather,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,neural_network,Small Neural Network,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,world,0.0,0.0,0.0,8,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,africa,0.0,0.0,0.0,9,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,americas,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,asia,0.0,0.0,0.0,2,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,australia,1.0,0.16129032258064516,0.2777777777777778,31,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business,0.0,0.0,0.0,8,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-food,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-money,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,celebrities,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,china,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,economy,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,energy,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,entertainment,0.0,0.0,0.0,11,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,europe,0.95,0.11949685534591195,0.2122905027932961,159,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,football,0.23421588594704684,0.9913793103448276,0.37891268533772654,116,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,golf,1.0,0.11538461538461539,0.20689655172413793,26,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,health,0.02127659574468085,0.1,0.03508771929824561,10,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,homes,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,india,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,intl_world,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,investing,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,living,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,media,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,middleeast,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,motorsport,0.0,0.0,0.0,24,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,movies,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,opinions,0.0,0.0,0.0,13,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,perspectives,0.0,0.0,0.0,5,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,politics,0.0673076923076923,0.9333333333333333,0.12556053811659193,15,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,sport,0.4,0.016877637130801686,0.032388663967611336,237,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,success,0.0,0.0,0.0,3,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tech,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tennis,0.0,0.0,0.0,33,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,uk,0.6428571428571429,0.12162162162162163,0.20454545454545456,74,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,us,0.0,0.0,0.0,22,True
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,weather,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,random_forest,Random Forest,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,world,0.0,0.0,0.0,8,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,africa,0.5,0.3333333333333333,0.4,9,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,americas,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,asia,0.0,0.0,0.0,2,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,australia,0.6086956521739131,0.45161290322580644,0.5185185185185185,31,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business,0.1935483870967742,0.75,0.3076923076923077,8,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-food,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-money,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,celebrities,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,china,0.3333333333333333,1.0,0.5,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,economy,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,energy,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,entertainment,0.0,0.0,0.0,11,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,europe,0.875,0.3081761006289308,0.4558139534883721,159,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,football,0.47058823529411764,0.8275862068965517,0.6,116,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,golf,0.9523809523809523,0.7692307692307693,0.851063829787234,26,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,health,0.07352941176470588,0.5,0.1282051282051282,10,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,homes,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,india,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,intl_world,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,investing,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,living,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,media,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,middleeast,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,motorsport,0.625,0.20833333333333334,0.3125,24,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,movies,0.045454545454545456,1.0,0.08695652173913043,1,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,opinions,0.3333333333333333,0.07692307692307693,0.125,13,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,perspectives,0.0,0.0,0.0,5,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,politics,0.1262135922330097,0.8666666666666667,0.22033898305084745,15,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,sport,0.7924528301886793,0.17721518987341772,0.2896551724137931,237,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,success,0.0,0.0,0.0,3,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tech,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,tennis,0.8181818181818182,0.5454545454545454,0.6545454545454545,33,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,uk,0.7272727272727273,0.43243243243243246,0.5423728813559322,74,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,us,0.1,0.13636363636363635,0.11538461538461539,22,True
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,weather,0.0,0.0,0.0,1,False
Sentence-BERT,section,llm,LLM labels,svm,Linear SVM,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,world,0.0,0.0,0.0,8,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,africa,0.0,0.0,0.0,9,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,americas,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,asia,0.0,0.0,0.0,2,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,australia,0.75,0.3870967741935484,0.5106382978723404,31,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business,0.2222222222222222,0.5,0.3076923076923077,8,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-food,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,business-money,0.0,0.0,0.0,1,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,celebrities,0.0,0.0,0.0,0,True
Sentence-BERT,section,llm,LLM labels,xgboost,XGBoost,africa | americas | asia | australia | business | business-food | business-money | celebrities | china | economy | energy | entertainment | europe | football | golf | health | homes | india | intl_world | living | middleeast | motorsport | movies | opinions | politics | sport | tennis | uk | us | world,china,0.0,0.0,0.0,1,True
