Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
2161,675,sport,football,John W. Henry: Liverpool FC owner apologises as proposed Super League crumbles - CNN,7254,1196
2049,676,sport,sport,Tom Brady: NFL star says he dodged wife's retirement request - CNN,1598,269
2598,677,sport,sport,Tour de France crash: Woman who allegedly caused crash arrested - CNN,2431,402
2933,678,sport,sport,US Olympian Simone Biles' withdrawal from the team final reminds us that she's human -- and still very much the GOAT - CNN,15274,2526
3128,679,news,europe,Xavier Bettel: Luxembourg Prime Minister leaves hospital after Covid-19 treatment - CNN,1477,223
774,680,news,africa,An alleged child abuser died before his trial. His accusers are now being blamed - CNN,6110,1037
2221,681,sport,football,"UEFA Champions League: Erling Haaland destined to 'smash a lot of records,' says Norwegian great Erik Thorstvedt - CNN",4675,768
1231,682,news,world,"Inside the Bataclan: A night of terror, a tale of love - CNN",21051,3607
2707,683,news,europe,Catherine Serou: Suspect charged with murder in death of missing American student in Russia - CNN,3192,535
2560,684,sport,tennis,Novak Djokovic hopes Covid-19 vaccine will not be made compulsory for players  - CNN,2047,336
765,685,news,americas,Chile's government distributed faulty birth control pills. Now more than 150 people are pregnant. - CNN,20465,3339
2884,686,sport,football,Copa America: Brazilian senator calls on Neymar to not take to the field in 'Championship of Death' - CNN,5146,827
1674,687,sport,sport,"LeBron James becomes the third NBA player to reach 35,000 career points - CNN",1807,307
3371,688,sport,sport,What's next for gymnastics great Simone Biles? - CNN,8299,1347
3995,689,sport,sport,Tyson Fury knocks out Deontay Wilder to retain WBC title in heavyweight fight for the ages - CNN,2122,378
3723,690,news,australia,Australia Covid-19: Cases rise in Victoria despite lengthy lockdown - CNN,2968,479
3386,691,news,uk,Inside Harry and Meghan's Montecito mansion - CNN,7921,1319
2017,692,sport,tennis,'Dreams do really come true': Novak Djokovic reflects on his career and historic new record - CNN,3605,651
4478,693,sport,sport,"Vincent Jackson: Former NFL player died of 'chronic alcohol use,' autopsy shows - CNN",1872,287
1550,694,sport,football,Louie Barry: 17-year-old lights up English football with goal for Aston Villa against Liverpool in FA Cup - CNN,3823,639
1477,695,news,europe,"Butterflies clap their wings in flight, propelling themselves forward  - CNN",2748,430
3290,696,sport,football,"Zaki Anwari: Afghan youth national footballer was one of the victims that fell from US military aircraft, says Afghan Sports Director  - CNN",2009,322
2076,697,sport,sport,Tokyo Olympics: How Sandi Morris and Tyrone Smith navigated the 'purgatory' of a postponed Games - CNN,8002,1380
2676,698,sport,sport,Sun Yang has doping ban reduced but will still miss Tokyo Olympics - CNN,3180,521
3562,699,sport,football,Jarred Gillett: Australian to become first Premier League referee from overseas - CNN,2636,407
1614,700,news,europe,Elephant kills Spanish zookeeper with one strike from trunk  - CNN,1883,308
1606,701,sport,sport,Anna Hursey: Table tennis prodigy is helping US President Biden tackle the climate crisis - CNN,5205,887
2291,702,sport,sport,'I felt my body was still capable': Meet the moms hoping to shine at the Olympics - CNN,8957,1552
3214,703,sport,sport,"Meet Anastasia Pagonis, the 17-year-old swimmer who won gold at the Paralympics - CNN",5342,919
4457,704,sport,football,'Not good enough': Klopp perplexed as misfiring Liverpool suffer damaging defeat at Leicester - CNN,4015,671
3892,705,sport,sport,NFL: A permanent residence? Fans weigh in on potential London franchise - CNN,5302,896
664,706,sport,sport,Blind climber Jesse Dufton pushing boundaries after leading 449-foot climb - CNN,7829,1342
3131,707,sport,tennis,Ashleigh Barty reaches first Wimbledon final with emphatic victory over Angelique Kerber - CNN,4273,737
3477,708,sport,football,Roger Hunt: English football mourns death of Liverpool striker and World Cup winner - CNN,2110,353
3354,709,news,australia,Australia's Parliament House graffitied after release of IPCC climate change report - CNN,3362,513
2089,710,news,uk,Analysis: How Kate's role in the British royal family has changed in the last 10 years - CNN,12076,2034
1066,711,health,health,Caregiver convicted of rape in nursing home  - CNN,8246,1432
4484,712,news,uk,Harry and Meghan share first picture of daughter Lilibet in holiday card - CNN,1984,327
4477,713,sport,football,Pelé: Brazilian soccer legend out of hospital in time for Christmas - CNN,2052,333
2084,714,sport,sport,"Gordon Elliott, top racing trainer, apologizes over dead horse photo - CNN",3697,621
4421,715,sport,sport,Melbourne Cup 2021: Verry Elleegant wins Australia's horse race - CNN,1938,317
2548,716,sport,tennis,Naomi Osaka celebrated at 'Oscars of Sport' as Lewis Hamilton's social justice work is recognized - CNN,5025,852
1434,717,sport,sport,"Kobe Bryant: 'I still have trouble with it' -- One year on, Lakers stars struggle to come to terms with NBA great's death - CNN",5981,1031
3661,718,news,europe,"Queen Elizabeth supports Black Lives Matter movement, says aide - CNN",3666,591
2938,719,sport,sport,Simone Biles withdraws from all-around final at Tokyo 2020 to focus on mental health  - CNN,7742,1218
2572,720,news,europe,DNA from cave dirt reveals details of Neanderthals and other ancient humans - CNN,8836,1444
3534,721,sport,football,Ronnie Brunswijk: Soccer body launches probe after locker room video of Suriname vice president raises 'integrity issues' - CNN,4156,676
2120,722,news,uk,The Queen is seen smiling in official royal engagement - CNN,1719,272
1868,723,news,europe,"Merkel says confusion over Easter restrictions were ""singularly and alone my mistake"" - CNN",2555,407
2329,724,news,uk,UK's elite schools face a reckoning on rape culture - CNN,10946,1739
2660,725,news,europe,Russian forces confront British warship HMS Defender in Black Sea military encounter - CNN,5821,926
3036,726,sport,sport,Mark Spitz: Seven ways to survive the Olympic Games - CNN,5211,955
3494,727,news,europe,Angela Merkel endured as others came and went. Now world's crisis manager steps down - CNN,21489,3504
3031,728,sport,sport,Irish gymnast jumps on Olympic Village cardboard bed to debunk 'anti-sex fake news - CNN,2673,416
1407,729,news,uk,"Royal family documentary, 'banned' for decades, is leaked onto YouTube - CNN",3039,489
1762,730,sport,football,"Lionel Messi: After report reveals star forward's record $672 million contract, Barcelona denies responsibility for leak  - CNN",3255,502
4077,731,sport,football,Europa League: Crowd trouble once again mars fixtures - CNN,3277,534
2299,732,news,europe,"Russian military presence in the Arctic 'absolutely necessary,' says Kremlin - CNN",3259,507
2661,733,sport,football,Christian Eriksen: Denmark provides feel good story of Euro 2020 with unlikely qualification for knockout stages - CNN,7192,1184
2917,734,sport,sport,Here's who won gold medals at the Tokyo Olympics on Thursday - CNN,960,128
1580,735,sport,sport,NBA: Luka Doncic creates another piece of history as he outbattles James Harden  - CNN,4534,754
1063,736,news,us,Beyond the border: Life in limbo - CNN,39621,6810
1952,737,news,europe,EU takes legal action against UK over Northern Ireland protocol - CNN,4574,733
4568,738,sport,football,Cesar Azpilicueta: Players ready for another social media boycott if companies don't prevent abuse - CNN,5241,884
2296,739,news,uk,Oxford-AstraZeneca pause pediatric trial pending review by UK regulator - CNN,3507,564
3624,740,sport,sport,"Navid Afkari: Executed Iranian wrestler still offers 'message of freedom,' says mother - CNN",5136,848
814,741,news,middleeast,This all-female TV station is bringing women's issues to Afghanistan's attention - CNN,2239,362
2162,742,sport,football,Clubs to amend plans for elite European Super League after UK teams say they won't participate - CNN,2797,430
3948,743,sport,sport,The bitter irony behind Jon Gruden's resignation - CNN,8002,1306
2799,744,news,europe,Operation Barkhane: France declares end to anti-terror military mission in Sahel - CNN,3848,600
3032,745,sport,sport,Soul Cap: EU politicians urge Olympics to lift 'exclusionary' ban on swim cap for natural Black hair - CNN,3572,570
696,746,sport,sport,Alex Zanardi transferred to specialist neuro-rehabilitation center after crash - CNN,1751,258
2621,747,sport,football,Switzerland stuns France in Euro 2020 as Kylian Mbappe misses in penalty shootout - CNN,5275,823
3599,748,sport,sport,New Zealand pulls out of cricket tour of Pakistan citing security alert - CNN,2613,414
4332,749,sport,sport,Damon Arnette: Las Vegas Raiders waive cornerback after gun-wielding video emerges - CNN,2426,401
4180,750,sport,football,Manchester United qualifies for Champions League knockout stages with 2-0 victory against Villarreal - CNN,2741,462
1163,751,news,us,'Folks don't feel safe' - CNN,24666,4044
4335,752,sport,sport,Beijing 2022: Polish luger says Beijing barrier crash could have been a 'tragedy' - CNN,2746,473
3881,753,sport,football,FIFA 'deeply concerned' at social media footage of DR Congo Under-20 women's national team - CNN,2697,446
573,754,sport,tennis,Novak Djokovic arrives back in Belgrade after deportation from Australia - CNN,4266,670
2975,755,news,europe,"Bosnia's peace envoy imposes jail terms for genocide denial
 - CNN",2605,392
2078,756,news,europe,Russia shows off new Covid-19 vaccine factory even as its people hesitate to get the shot - CNN,6868,1120
2036,757,sport,football,Manchester United brings Manchester City's 21-match winning streak to an end  - CNN,4597,784
3327,758,sport,sport,Chijindu Ujah: Olympic silver medalist provisionally suspended for doping violation - CNN,2598,415
2940,759,sport,sport,Hidilyn Diaz wins Philippines' first Olympic gold medal with weightlifting - CNN,1962,320
2332,760,sport,sport,Nathan Baggaley: Olympian and his brother found guilty in $152 million cocaine plot  - CNN,2213,343
3352,761,sport,sport,QB Lamar Jackson noncommittal about Covid-19 vaccine after contracting virus twice - CNN,2907,510
1759,762,sport,tennis,"Australian Open 2021: After weeks of quarantine drama and Covid setbacks, tennis tournament kicks off - CNN",7632,1227
4353,763,sport,football,West Ham topple Liverpool's unbeaten run in five-goal thriller - CNN,4780,809
3716,764,sport,sport,Muhammad Ziyad Zolkefli: Paralympian is stripped of gold medal for being three minutes late - CNN,2079,334
4530,765,sport,football,Premier League match between Aston Villa and Burnley postponed hours before kickoff due to Covid-19 issues - CNN,1369,216
822,766,news,us,How to provide aid to those in Ukraine - CNN,802,124
3511,767,news,europe,"German national election too close to call, polls suggest, as key candidates hold final rallies - CNN",4656,748
3029,768,sport,motorsport,Lewis Hamilton targeted with racist abuse online after controversial British Grand Prix victory  - CNN,5624,933
2728,769,sport,football,Christian Eriksen discharged from hospital after 'successful operation'  - CNN,2349,364
43,770,business,tech,"Ukraine halts half of world's neon output for chips, clouding outlook - CNN",4790,739
221,771,politics,politics,Why independents have cooled on Biden -- and what that means for Democrats - CNNPolitics,16777,2656
4059,772,sport,football,Lionel Messi suffers first defeat as a PSG player as Rennes stages surprise   - CNN,1659,275
2112,773,sport,football,Christian Pulisic becomes first US men's international to score in a Champions League semifinal - CNN,3089,506
32,774,business,cars,Tesla's cruise control woes put damper on 'full self-driving' hopes  - CNN,7336,1202
2593,775,sport,sport,"Starting Thursday, college athletes can profit from endorsements, social media and other sources of income  - CNN",1729,261
3218,776,sport,sport,NBA Covid-19 vaccinations: Mandatory for referees and others who work with players - CNN,2593,410
4461,777,news,europe,"Marseille violence: Drugs, violence and racism create 'cocktail of neglect' in France's second city - CNN",14456,2399
2601,778,news,uk,Matt Hancock's affair caught on camera prompts questions about surveillance among Britain's political elite - CNN,6228,993
2892,779,sport,football,Carlo Ancelotti returns to Real Madrid to become manager for second time - CNN,2864,464
3281,780,news,europe,Beslan School Siege Fast Facts - CNN,3352,544
4178,781,sport,football,Felix Afena-Gyan: AS Roma star says there was 'no racist intent' in banana comment captured in video - CNN,2670,468
3364,782,sport,sport,Anders Mol and Christian Sørum: World No. 1 men's beach volleyball duo on rising through the ranks ahead of Tokyo 2020 - CNN,11466,2059
4064,783,sport,football,National Women's Soccer League commissioner quits as weekend matches are cancelled after sexual miscoduct allegations against fired coach - CNN,6345,1022
458,784,entertainment,entertainment,'The Power of the Dog' and its Globes win show that the awards power is in streaming - CNN,4364,686
3769,785,sport,sport,"Quinton de Kock: South African cricketer apologizes for refusing to take the knee, insists he is 'not a racist' - CNN",4022,704
4615,786,sport,sport,Magnus Carlsen defends World Chess Championship crown - CNN,2245,366
1088,787,news,europe,Seeing the Pope help strangers made me tear up. Later I learned why.  - CNN,15386,2551
3063,788,sport,golf,From 'unbelievable' to 'just brilliant': Rory McIlroy experiences the Open's lows and highs - CNN,5350,936
3561,789,news,europe,Four bodies found on Polish-Belarus border as spat over migrant crisis worsens - CNN,4757,752
2068,790,sport,sport,Jeremy Lin: Former NBA star says Covid-19 has sparked anti-Asian violence in the US  - CNN,3277,525
2628,791,news,europe,France regional elections: Marine Le Pen's far-right party falls short ahead of presidential vote - CNN,3951,632
3296,792,sport,motorsport,Japanese GP: 2021 edition canceled amid ongoing coronavirus crisis - CNN,1122,175
1720,793,sport,motorsport,Fernando Alonso has undergone a successful operation after cycling crash in Switzerland  - CNN,2126,352
3425,794,news,europe,"Belarus: Vitaly Shishov, head of exile group helping Belarusians flee abroad, found dead in Kiev - CNN",6541,1046
2154,795,sport,football,"Florentino Perez insists Super League isn't canceled, only on 'standby' - CNN",5169,833
1349,796,politics,politics,Minneapolis police still use force on Black people at disproportionate rate - CNNPolitics,3953,654
85,797,entertainment,entertainment,Alec Baldwin says in legal filing that Halyna Hutchins told him to cock the gun before it fired - CNN,3768,623
2545,798,news,uk,Harry and Meghan call for vaccine equity on son Archie's second birthday - CNN,2581,420
3422,799,sport,sport,Karsten Warholm wins 'best race in Olympic history' as he breaks 400m hurdles world record - CNN,78461,12913
2662,800,news,europe,Greek orthodox priest arrested after attacking group of bishops with acid - CNN,2331,357
1447,801,sport,sport,Tom Brady vs. Patrick Mahomes in the Super Bowl is 'like LeBron and Jordan playing in the Finals' - CNN,2852,470
2870,802,news,europe,Denmark passes law to move asylum centers outside European Union - CNN,4067,637
798,803,health,health,16 and trying not to get pregnant - CNN,7022,1145
2337,804,sport,sport,Sachin Tendulkar: Indian cricket legend hospitalized after testing positive for Covid-19 - CNN,1431,226
4052,805,sport,sport,Paris-Roubaix: Italian Sonny Colbrelli wins epic race - CNN,3756,627
1697,806,sport,sport,Maxence Muzaton recalls miracle save from crash at skiing world championships - CNN,2699,456
2898,807,sport,football,Noah Gesser: 16-year-old Ajax youth player dies in car accident  - CNN,1689,266
2503,808,sport,football,"Social media companies are doing 'bare minimum,' to protect players, says ex-Premier League star - CNN",2352,385
4551,809,sport,sport,Urban Meyer fired as head coach of Jacksonville Jaguars - CNN,5112,854
3493,810,sport,sport,Justin Tucker: Ravens kicker sets NFL-record with monstrous 66-yard game-winning field goal - CNN,2588,446
4102,811,news,uk,"UK to offer booster shots to all adults, just 3 months after their second dose - CNN",4115,666
1822,812,news,europe,Macron: New Covid-19 rules in France as hospitalizations soar - CNN,4327,686
3911,813,sport,golf,Team Jessica Korda wins Aramco Team Series -- first Ladies European Tour event held in US - CNN,2171,402
3410,814,news,europe,"Czech train crash: Three people dead, eight seriously injured - CNN",1661,257
2248,815,sport,golf,Matsuyama races into lead ahead of final day of the Masters Tournament - CNN,3377,589
1455,816,sport,sport,LeBron James says 'it would be great' for LA Lakers to visit the White House - CNN,2419,413
4318,817,news,uk,"Meghan, Duchess of Sussex, apologizes to UK court, denies any intention to mislead - CNN",3445,578
2471,818,sport,sport,"Sabrina Ionescu hits game-winning 3 to start the WNBA season, honors Kobe Bryant - CNN",2887,528
1237,819,news,us,Going for broke at Bonneville with Speed King's son - CNN,21993,3969
3075,820,news,uk,Police seize record $249 million of cryptocurrency in UK - CNN,2425,371
4357,821,sport,football,Barcelona throws away three-goal lead in thrilling 3-3 draw with Celta Vigo - CNN,2521,426
2250,822,sport,golf,"Billy Horschel: A day after playing a shot from the water, he is back at it again - CNN",7367,1235
2186,823,news,uk,Analysis: The monarchy will look different now Philip has gone - CNN,8468,1416
4018,824,sport,football,Footballers are playing an 'obscene' amount of games. Will a World Cup every two years make it worse? - CNN,9057,1469
1803,825,sport,football,Stuart Baxter sacked by Indian football club Odisha over comments about rape - CNN,1831,290
3598,826,news,uk,"Prince Philip's will to be kept secret for 90 years, British court rules - CNN",2450,420
1241,827,health,health,"Back to the beginning: The sweat lodge ceremony, as intended - CNN",17450,2981
3435,828,sport,sport,USWNT loses to Canada in semifinals at Tokyo Olympics - CNN,2846,496
2408,829,sport,football,Rio Ferdinand: Manchester United legend racially abused at Premier League match  - CNN,1812,296
2702,830,news,uk,"Alaa Al-Siddiq, Emirati rights activist, dies in UK car accident - CNN",2843,448
2083,831,sport,sport,Golfers wore red and black in honor of Tiger Woods during Sunday's play - CNN,2343,389
2334,832,news,europe,"Hungary records the deadliest day of the pandemic, despite its leading vaccine rollout - CNN",4586,733
4512,833,sport,tennis,Rafael Nadal tests positive for Covid-19 following Abu Dhabi comeback - CNN,1418,237
1579,834,sport,football,Jurgen Klopp: Liverpool boss takes a swipe at Manchester United after frustrating defeat  - CNN,3232,538
2781,835,news,europe,Dog rescued after wandering through Arctic ice for more than a week - CNN,1921,331
2667,836,sport,sport,NCAA plans to have temporary student athlete compensation measures in place by July 1 - CNN,2586,408
1059,837,news,us,The US border is bigger than you think - CNN,9085,1418
942,838,news,weather,Winter storm preparedness checklist - CNN,2406,392
1662,839,news,europe,"Boris Johnson's government is 'gaslighting' Britain about the realities of Brexit, critics say - CNN",10307,1695
4599,840,news,europe,"Italy building collapse: At least 3 dead, 6 missing in Ravanusa - CNN",1529,239
2185,841,sport,football,Ander Herrera and Mesut Ozil: Shock and outrage as world reacts to European Super League breakaway plans - CNN,6401,998
4027,842,news,europe,France Catholic Church: Pope expresses 'shame' over Church response to sexual abuse survivors following report - CNN,4050,660
3479,843,news,europe,Russia reports worst single-day Covid-19 death toll since start of pandemic  - CNN,3295,526
4247,844,sport,sport,"Golden State Warriors: Curry says 'We have championship DNA,' after domination of Brooklyn Nets - CNN",2559,450
83,845,entertainment,entertainment,Alicia Keys on the inspiration for her graphic novel and her approach to motherhood - CNN,1903,344
1499,846,sport,sport,America's Cup: Patriot 'flying yacht' capsizes in gusty conditions - CNN,2047,313
986,847,news,world,#trashtag: Viral challenge sends internet on garbage hunt - CNN,4400,701
938,848,news,opinions,2016 CNN Hero of the Year: Dreaming is worth it - CNN,8894,1456
1830,849,sport,football,Sergio Aguero: Manchester City's all-time top scorer will leave the club - CNN,3869,644
781,850,news,africa,She grew up in a village where women rule and men are banned  - CNN,8349,1430
829,851,news,us,Attacks against Asian Americans are on the rise. Here's what you can do - CNN,9704,1528
159,852,news,opinions,Opinion: Media coverage of Ukraine shows it's time to rethink what we know about Africa - CNN,8704,1403
4108,853,sport,sport,"Philadelphia 76ers star Joel Embiid on bout with Covid-19: ""I really thought I wasn't going to make it"" - CNN",1509,261
973,854,business,business,"Climate change is increasing flood risk around the country. Insurance rates are not keeping pace, report finds - CNN",8085,1313
216,855,politics,politics,Fact check: 5 enduring lies about Capitol insurrection - CNNPolitics,15011,2464
1779,856,news,europe,"What is Novichok, the rare nerve agent used in Russian spy attack  - CNN",6283,972
1229,857,news,world,A tale of two Brussels - CNN,17465,3026
4260,858,news,europe,Why chaos in eastern Europe is never bad news for Vladimir Putin - CNN,7352,1186
2002,859,sport,football,Pele: Rio votes to put legend's name on famous Maracana stadium - CNN,1768,305
2354,860,sport,football,Manchester City duo receive racist abuse online after Champions League defeat  - CNN,1809,285
433,861,entertainment,entertainment,Courteney Cox still doesn't remember 'Friends' - CNN,1275,210
3878,862,sport,sport,Nick Rolovich: Washington State head football coach ousted after refusing Covid-19 vaccine - CNN,4235,670
3872,863,sport,tennis,"Novak Djokovic will need to be vaccinated to play Australian Open: minister
 - CNN",3683,569
1441,864,sport,golf,Jessica Korda: Sisters have a weekend on LPGA Tour they'll never forget - CNN,3121,522
4341,865,news,europe,Princess Charlene returns to Monaco after months-long absence - CNN,1341,219
4553,866,sport,football,France to ban plastic bottles in stadiums to protect players and staff - CNN,2150,360
3912,867,news,europe,"A dolphin's decades-long stay made this Irish town famous. A year after he left for good, Dingle bids farewell to Fungie  - CNN",8439,1397
2097,868,sport,golf,Patty Tavatanakit: The golfer who admits it's 'odd' to think she's a major winner  - CNN,5934,1040
3587,869,sport,football,Carli Lloyd scores five goals as US women hammer Paraguay in farewell tour - CNN,4211,713
2708,870,news,europe,Duchess Catherine Fast Facts - CNN,22795,3724
2615,871,news,europe,Climate change: European Union enshrines net zero and emissions targets into law - CNN,3579,582
138,872,sport,sport,Lor Sabourin: How feeling 'vulnerable' helped climber explore their identity  - CNN,7143,1217
4686,873,sport,football,Adnan Januzaj: Manchester Untied's former star on life after leaving the Premier League  - CNN,4788,843
3859,874,news,uk,Deadly and 'very agitated' snake found in English shipping container - CNN,2603,450
2631,875,news,uk,UK defense documents 'found at bus stop' - CNN,3001,474
3398,876,news,australia,"Australia to establish $280 mln reparations fund for 'Stolen Generation'
Australia to establish $280 million reparations fund for 'Stolen Generation' - CNN",3802,559
4238,877,sport,football,World Cup qualifiers: Canada in wintery wonderland after beating Mexico - CNN,2221,387
3160,878,sport,football,Euro 2020: Staging semis and final in London is 'recipe for disaster.' Is football -- and Covid-19 spike -- coming home? - CNN,8586,1379
2966,879,sport,sport,USA men's basketball team defeated by France for first Olympic loss since 2004 - CNN,2838,493
1527,880,news,uk,"Marcus Rashford shares 'unacceptable' food parcels, prompting UK government investigation - CNN",4729,704
2117,881,sport,football,Julian Nagelsmann to become new Bayern Munich coach - CNN,2704,434
3062,882,news,uk,Meghan sets her sights on building a Netflix juggernaut - CNN,9772,1636
1516,883,news,europe,Pope Francis gets first dose of Covid-19 vaccine - CNN,2627,427
107,884,sport,golf,Shane Lowry hits hole-in-one on 'one of the most iconic holes in golf' at the Players Championship - CNN,2299,405
1631,885,news,uk,"Boris Johnson's vaccine strategy gets another boost, while Europe's scramble for shots continues - CNN",9041,1497
1895,886,news,australia,Australia floods: Thousands evacuated in New South Wales as 'life-threatening' rains inundate the state - CNN,6136,977
3370,887,sport,sport,Athletes enter 'Faustian bargain' over track and shoe tech developments - CNN,6869,1140
2488,888,sport,football,Manchester City wins Premier League title in an 'insane' season for Pep Guardiola's team - CNN,10717,1807
3051,889,news,europe,"Europe flooding: Record rainfall leaves over 120 dead in western Europe, devastating parts of Germany - CNN",15364,2407
1902,890,news,australia,Entire house floats away as flash floods batter Australia's east coast - CNN,2852,447
3993,891,sport,sport,LGBT+ fan groups alliance criticises Newcastle takeover - CNN,3424,517
3287,892,sport,football,Khalida Popal: Former Afghanistan football captain speaks out on her country's fall to the Taliban - CNN,44170,7195
1405,893,news,europe,Some dogs can learn new words after hearing them only four times - CNN,3408,563
2327,894,sport,football,Neymar sees red as Lille stuns Paris Saint-Germain in Ligue 1 showdown - CNN,2582,437
3387,895,sport,sport,"Olympic weather: Heat, humidity then another tropical storm to end the Games  - CNN",4040,672
4667,896,sport,football,Tromsø releases 'first kit in history with a QR code' to highlight issues surrounding 2022 World Cup in Qatar - CNN,5463,878
4255,897,sport,sport,"Julio Lugo, former MLB player, dies at age 45 - CNN",1690,293
361,898,business,perspectives,Opinion: The reason 'SNL' is so hilarious again? Less Trump - CNN,6191,1020
4719,899,sport,sport,LeBron James misses game after entering NBA's Covid-19 protocols  - CNN,2029,336
2239,900,sport,football,Colombian football team Águilas Doradas fields only seven players due to Covid outbreak - CNN,1801,286
76,901,entertainment,entertainment,BAFTAS 2022: See the full list of winners - CNN,4440,604
2563,902,sport,football,Jose Mourinho named new AS Roma coach - CNN,2919,491
3419,903,sport,sport,How misogynoir is oppressing Black women athletes - CNN,24112,3967
4267,904,sport,sport,US President Joe Biden called Irish rugby union team to congratulate them on their win over New Zealand - CNN,2537,427
3019,905,sport,football,England's footballers lost the Euro 2020 final. But they might yet win the culture war - CNN,11687,1894
4400,906,sport,football,Liverpool dominate Atlético Madrid in feisty Champions League clash - CNN,4773,803
3500,907,news,europe,UK and France reheat one of the world's oldest rivalries at a risky time for both - CNN,7708,1313
3906,908,sport,football,Youngster Cole Palmer scores hat-trick in youth game just hours after appearing for Manchester City - CNN,1940,345
645,909,sport,sport,Mikaela Shiffrin clinches record-breaking 47th World Cup slalom win - CNN,2291,368
3011,910,news,europe,"Men have a bigger carbon footprint than women, thanks to their appetite for cars and meat - CNN",3835,601
1055,911,news,us,Where Billy Graham 'missed the mark' - CNN,26588,4229
2194,912,sport,sport,What you need to know about the Jake Paul vs Ben Askren boxing match - CNN,1557,254
2219,913,sport,football,PSG shows 'fight' to stun Bayern Munich in the Champions League quarterfinal   - CNN,4000,660
907,914,news,opinions,"Climate change: Vanishing stories, vanishing country - CNN",4176,702
4100,915,sport,sport,Mikaela Shiffrin equals Ingemar Stenmark's record with 46th World Cup slalom win - CNN,1910,321
3559,916,news,uk,Family of British teenager Harry Dunn reaches a 'resolution with US diplomat's wife in civil suit  - CNN,2409,416
3420,917,sport,sport,Jade Carey: Gold medal winner says Simone Biles told her to go and 'kill floor' - CNN,2678,480
1625,918,sport,sport,Vaccines 'encouraged' but not compulsory for athletes at Tokyo: Coates - CNN,2176,351
1432,919,sport,tennis,Australian Open 2021: Nick Kyrgios feels 'safe' ahead of tournament as he credits the country for its Covid-19 response - CNN,6237,1032
3711,920,news,uk,Analysis:  Blow to Meghan and Harry with UK watchdog ruling but war on offensive media coverage continues - CNN,10127,1665
1654,921,news,europe,"Netherlands: Plane's engine catches fire, dropping debris that injures two people in a Dutch town - CNN",3784,596
3709,922,sport,football,Spain loses a FIFA World Cup qualifying match for the first time in 28 years - CNN,1978,331
1369,923,news,us,They stormed the Capitol to overturn the results of an election they didn't vote in - CNN,12046,1989
2508,924,sport,sport,"2020 Olympics: NFL star DK Metcalf runs 10.36 seconds for 100 meters, but fails to qualify for Tokyo Games - CNN",2065,350
3409,925,sport,sport,"US Olympic fencer and bronze medalist wears X-symbol on hand on Olympic podium as a demonstration 
 - CNN",3240,547
1886,926,sport,football,Bono: Sevilla goalkeeper makes himself the unlikely hero with last-minute equalizer - CNN,1830,308
1853,927,sport,golf,Bryson DeChambeau becomes first golfer to release NFT trading cards - CNN,2253,372
2864,928,news,uk,'The Firm': Britain's royal institution explained - CNN,3402,545
3472,929,news,europe,Dutch police arrest and release former far-right party member amid reports of possible plan to attack Prime Minister - CNN,2381,379
4075,930,news,europe,"French former police officer identified as serial killer and rapist, ending 35-year hunt - CNN",3811,622
552,931,sport,football,Jair Bolsonaro: How a yellow jersey is dividing Brazil - CNN,10694,1714
2366,932,sport,football,Barack Obama praises Marcus Rashford for child food poverty campaign - CNN,1759,278
1611,933,sport,sport,WNBA team Atlanta Dream sold to new owners -- including a former player - CNN,3338,557
2104,934,sport,sport,Tokyo Olympics 2020: Protests and demonstrations banned at games as Rule 50 upheld - CNN,3801,595
4431,935,sport,sport,Buccaneers vs Saints: Tom Brady's Tampa Bay stunned by New Orleans - CNN,2628,468
4296,936,sport,sport,"Jon Gruden sues NFL, commissioner Roger Goodell - CNN",5384,824
2483,937,sport,football,UEFA Champions League final moved from Istanbul to Porto amid travel restrictions  - CNN,2536,413
1423,938,news,europe,Yulia Navalnaya's husband Alexey Navalny was poisoned and detained. Now she is piling pressure on Vladimir Putin - CNN,11289,1822
3211,939,sport,motorsport,Belgian Grand Prix: Max Verstappen wins rainswept 'farce' - CNN,4077,693
4051,940,sport,football,Claudio Ranieri: Watford hire former Premier League winner as manager - CNN,2723,436
3112,941,sport,sport,Nick Kyrgios pulls out of Tokyo Olympics citing empty stadiums and injury - CNN,2372,379
2663,942,sport,sport,Trae Young scores 48 points as Atlanta Hawks beat Milwaukee Bucks in Eastern Conference finals opener - CNN,1899,331
767,943,news,asia,"Daulatdia: She was tricked as a teen into prostitution. A decade on, she has no work and faces starvation - CNN",10503,1816
769,944,news,africa,A transport ban in Uganda means women are trapped at home with their abusers - CNN,9546,1512
4493,945,news,australia,Alleged 'koala massacre' prompts hundreds of animal cruelty charges - CNN,3014,453
199,946,news,asia,Analysis: Japan's tough talk on Russia is really about China - CNN,9854,1579
2204,947,news,uk,Prince Philip funeral: How the Queen will say goodbye - CNN,11743,1990
3953,948,sport,sport,Jon Gruden removed from Tampa Bay Buccaneers' Ring of Honor following resignation - CNN,4664,777
2093,949,sport,football,Former Germany defender Christoph Metzelder found guilty of sharing child pornography pictures - CNN,1413,224
3579,950,sport,sport,"NFL: Lamar Jackson shows nerves of steel with gutsy, fourth-down call to beat Patrick Mahomes, Kansas City Chiefs - CNN",4609,777
1195,951,news,us,The first time I discovered I was white - CNN,22580,3895
2151,952,news,europe,Russia orders troops back to base after massive buildup near Ukraine border - CNN,7603,1164
